"Session ID","Date","Day","Start time (EDT)","End time (EDT)","Timezone","Duration (minutes)","Track","Room","Session title","Session type","Attendance format","Full description","Short summary","Description status","Speakers (name; role; company)","Speaker LinkedIn profiles","Speaker biographies","Participants named in title","Notes","Source URL","Scraped at (UTC)"
"439168","2026-09-28","Monday","13:50","14:10","EDT (UTC-04:00); America/New_York","20","Women’s Summit","Main Stage","Negotiating Like You've Already Won","Keynote Session","IN_PERSON","Negotiation does not begin when someone makes an offer. It begins the moment you decide what your value is, what you want, and what you are no longer willing to accept. In this solo session, Ashley will explore how women can approach negotiation with more confidence, preparation, and power. She will unpack the mindset shift from asking for permission to advocating from evidence, outcomes, and self trust. The session will cover how to prepare before the conversation, name your value clearly, navigate discomfort, and stay grounded when the answer is unclear, delayed, or challenged.","Explore how women can approach negotiation with more confidence, preparation, and power.","Full description published","Ashley Stamps Lafont; Founder; The Success rx","Ashley Stamps Lafont: http://linkedin.com/in/ashleystampslafont","Ashley Stamps Lafont: Ashley is an executive coach & GTM advisor who works with leaders on executive visibility and brand building, the work of becoming known, trusted, and chosen for the roles, rooms, and opportunities they actually want. She brings a decade of VP-level operator experience across PE, VC, and public companies, having sat in the elevated rooms her clients are working to enter. Her work is grounded in the belief that women deserve to be visible and audible, and are capable of getting exactly what they deserve.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439168?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439169","2026-09-28","Monday","14:15","15:00","EDT (UTC-04:00); America/New_York","45","Women’s Summit","Main Stage","How To Turn AI Into Business (or Personal) Results","Keynote Session","IN_PERSON","In this panel, Trinity Nguyen, Chrys Black, Krissy Manzano, and Ludmy Paiva will explore how leaders can move from experimenting with AI to building practical systems that create personal and business outcomes. The conversation will cover how to use AI to improve business operations, productivity, personal workflow, and everyday decision-making. Attendees will leave with specific examples and practical ways to make AI useful in every day life.","Explore how leaders can move from experimenting with AI to building practical systems that create personal and business outcomes.","Full description published","Nelly Kalakhan; Sales Director; N.Rich
Krissy Manzano; CEO & Co-Founder; BluePrint Expansion
Crys Black; Fractional CMO and AI Enablement; Crys Black Consulting
Trinity Nguyen; Chief Marketing Officer; UserGems","Nelly Kalakhan: https://linkedin.com/in/nelly-kalakhan-17a4aa82
Krissy Manzano: https://linkedin.com/in/krissymanzano
Crys Black: http://linkedin.com/in/crystalblack
Trinity Nguyen: http://linkedin.com/in/trinitynguyen","Nelly Kalakhan: Not published

Krissy Manzano: Krissy Manzano is the CEO and Co-Founder of Blueprint Expansion, a GTM recruiting firm that helps early-stage and high-growth companies hire top sales, marketing, and customer success talent. Blueprint makes hiring predictable and scalable, building teams that drive revenue and market leadership.

Krissy brings over 15 years of sales leadership experience. As an operator, she grew one organization's revenue from $500K to over $60M in a single year. As a founder, she built a recruiting firm serving some of the fastest-growing companies in tech. Her earlier career includes leading SaaS sales teams at Motive, ServiceSource, and SiteHawk.

A working mom herself, she is passionate about helping women advance in the workplace without choosing between ambition and family.

Crys Black: Crys Black is a fractional CMO and AI strategist who helps B2B revenue teams stop theorizing about AI and start using it to drive real pipeline.

Based in Colorado, Crys works with GTM leaders to operationalize AI across the full revenue motion: from demand generation and content at scale to the systems and workflows that make marketing teams faster without burning them out. She started her career as a programmer, picked up English degrees along the way, and spent two decades in marketing leadership across startups and enterprise. The result is a rare combination: she can read the code, write the copy, and build the strategy.

She's the kind of person who builds a working sales training tool in Lovable during a car ride and turns it into a keynote framework by Friday. Scrappy, intentional, and relentlessly practical.

Outside her fractional practice, Crys is an incoming board member at Rocky Mountain AI Interest Group (RMAIIG) and lead instructor at Women in AI Labs, where she teaches women in tech to build real AI skills, not just talk about them.

She's here because AI is the biggest lever GTM teams have right now. And she's not letting you leave without knowing how to pull it.

Trinity Nguyen: Trinity Nguyen is the CMO at UserGems — an AI command center for outbound and ABM, the brain behind your go-to-market. She helps revenue teams adopt AI in ways that hold up under real conditions: quality data, sound judgment, and frameworks built for practitioners, not slideware. Trinity is known for cutting through AI hype to focus on what actually drives results, thinking in systems, and translating complex GTM problems into clear, usable playbooks.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439169?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439159","2026-09-28","Monday","15:05","15:15","EDT (UTC-04:00); America/New_York","10","Women’s Summit","Exhibitor Hall & Main Stage","Afternoon Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439159?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439170","2026-09-28","Monday","15:20","15:50","EDT (UTC-04:00); America/New_York","30","Women’s Summit","Main Stage","Navigating Bias and Difficult Conversations","Keynote Session","IN_PERSON","Women in executive GTM roles are outperforming their male peers on quota attainment and still being passed over for promotion, watching their ideas get credited to someone else in pipeline reviews, and receiving feedback that says ""polish"" when no one will say plainly what they mean. A 2024 global survey of 5,000 women found the most common reason women do not report bias is
not fear of retaliation — it is that they concluded the behavior was not serious enough. A 2026 peer-reviewed study confirmed that men consistently prefer women leaders who reinforce the status quo over those who advocate for equity. The bias is structural, the cost is real, and the gap is a practical one: women need language precise enough to name what happened, an ask specific enough to move, and a peer in their corner before they walk into the room. This session delivers all three.","","Full description published","Amber Williamson; Founder; Anomaly Consulting","Amber Williamson: http://linkedin.com/in/amber-williamson-b25858153","Amber Williamson: Amber Williamson is a workplace culture strategist, facilitator, and Founder of Anomaly Consulting — where she turns culture strategy into something organizations can see, measure, and sustain. With a career that has taken her across classrooms and boardrooms on multiple continents, she has spent years doing the work that most leaders know matters, but few know how to operationalize: replacing ambiguity with structure, translating belonging from aspiration into measurable practice, and building the systems that make culture visible in behavior and data. She brings a combination of global perspectives, on-the-ground expertise, and a practitioner's precision to the work of navigating bias, perception, and the dynamics that shape who gets seen, heard, and advanced.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439170?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439171","2026-09-28","Monday","15:55","16:25","EDT (UTC-04:00); America/New_York","30","Women’s Summit","Main Stage","Small Group Discussion: Leading in GTM as a Woman","Breakout","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439171?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439173","2026-09-28","Monday","16:30","17:00","EDT (UTC-04:00); America/New_York","30","Women’s Summit","Main Stage","Boardroom-Ready: How Women GTM Leaders Protect Performance and People","Keynote Session","IN_PERSON","In this candid conversation, revenue leaders and talent experts from WISE, powered by Formative Search Partners, will break down how they are redesigning sales orgs for high performance that doesn’t burn people out - using AI thoughtfully, setting realistic targets, and showing up credibly in the boardroom. Attendees will walk away with specific org design changes they can make immediately, real examples of AI use that actually works in sales, and a clearer picture of the leadership profiles CEOs and boards are betting on next.

What “boardroom-ready” actually looks like for the top revenue seat today - how leaders prepare, what metrics and narratives resonate with boards, and how they advocate for their teams.","How women CROs and revenue leaders are leading teams through volatility  while maintaining performance standards.","Full description published","Tamar Martirosyan; VP Growth Marketing; Airspeed
Katie Capuzzo; Director of Community; WISE
Katie Daggett; Vice President of Client Strategy; Cadre AI
Lindsey Katalan; RVP of Strategic Sales; Twilio","Tamar Martirosyan: http://linkedin.com/in/tamar-martirosyan
Katie Capuzzo: https://linkedin.com/in/katiecapuzzo
Katie Daggett: http://linkedin.com/in/katiedaggett2
Lindsey Katalan: http://linkedin.com/in/lindsey-katalan","Tamar Martirosyan: Not published

Katie Capuzzo: Not published

Katie Daggett: Katie Daggett is the Vice President of Client Strategy at Cadre AI, where she partners with executive teams to identify and implement AI transformation initiatives that unlock new revenue opportunities, improve operational efficiency, and accelerate business growth. She works closely with clients to align AI strategy with business objectives, transforming complex business challenges into scalable AI strategies that deliver measurable business value and lasting competitive advantage.
Prior to joining Cadre AI, Katie spent more than 15 years leading commercial strategy, enterprise partnerships, and growth initiatives across leading technology companies, including Engine, Hopper, Triptease, and Groupon. Throughout her career, she has built and scaled high-performing organizations, negotiated more than $100 million in enterprise partnerships, and led transformational technology initiatives that delivered measurable results for global brands. She is passionate about helping organizations navigate AI transformation and believes the most successful technology initiatives begin with a deep understanding of people, process, and business strategy.

Lindsey Katalan: As the Strategic Sales leader at Twilio, Lindsey leads her organization through complex client cycles with both large and fast growing companies across North America. Lindsey joined Twilio through the Segment CDP acquisition and has subsequently dedicated a large portion of her career to solving complex data problems. Prior to Segment, Lindsey spent time learning the intricacies of the Martech industry at Braze, where she served as Solutions Engineer turned ambassador and thought leader. She has since been speaking at conferences across the globe advocating for Women in Tech. Lindsey lives in Greenwich, CT with her husband, two children, and her dog Harley.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439173?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439172","2026-09-28","Monday","17:00","17:15","EDT (UTC-04:00); America/New_York","15","Women’s Summit","Main Stage","Closing Remarks","Keynote Session","IN_PERSON","We will reflect on the strongest themes from the day, name the commitments worth carrying forward, and invite attendees to turn insight into action, community, and visible leadership after today.","Closing remarks will bring the day back to its purpose: helping women GTM leaders leave with clarity, connection, and momentum.","Full description published","Rachel Johnson; Co-Lead, Women of Pavilion; MoJo Marketing Consulting, LLC
Blakely Graham; Podcast Co-host; Not All Business
Heather Cooper; Podcast Co-host; Not All Business","Rachel Johnson: http://linkedin.com/in/rachel-m-johnson
Blakely Graham: https://linkedin.com/in/rachel-m-johnson
Heather Cooper: Not published","Rachel Johnson: Not published

Blakely Graham: Blakely Graham built TaskRay, a project management platform, from bootstrapped startup to mission-critical software sold across the Salesforce ecosystem, before its successful sale in 2021. As a founder and CEO, she learned most of what she knows about leadership the hard way, through the mistakes, not a business school. Now she co-hosts Not All Business with Heather Cooper, her former competitor. AKA ""Sex Ed for Your Career,"" the podcast that answers the career questions women want answered but rarely ask out loud, bringing no-BS honesty and best-friend humor to every conversation.

Heather Cooper: Heather Cooper built Cloud Coach, a project management platform, from bootstrapped startup to mission-critical software sold across the Salesforce ecosystem, before its successful sale in 2023. As a founder, CEO, and recovering attorney, Heather understands both legal complexities and the human realities of running a company. Now she co-hosts Not All Business with Blakely Graham, her former competitor. AKA ""Sex Ed for Your Career,"" the podcast answers the career questions women want answered but rarely ask out loud, bringing no-BS honesty and best-friend humor to every conversation.","","","https://apiro.accelevents.com/r/events/gtm2026/session/439172?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439160","2026-09-28","Monday","17:15","18:00","EDT (UTC-04:00); America/New_York","45","Women’s Summit","Exhibitor Hall","Networking & Sponsor Booths","Expo","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439160?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439161","2026-09-28","Monday","18:00","21:00","EDT (UTC-04:00); America/New_York","180","Women’s Summit","The Glasshouse","Women's Summit Dinner","Other","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/439161?expand=","Tue Sep 22 2026 12:39:58 GMT-0400 (Eastern Daylight Time)"
"439533","2026-09-29","Tuesday","08:00","09:00","EDT (UTC-04:00); America/New_York","60","CRO Circle | CEO Circle | RevOps Circle | CMO Circle","The Glasshouse","Breakfast & Registration","Other","IN_PERSON","","","No description published","","","","","Additional public-feed entry absent from the six embedded agenda widgets in the first scrape.","https://apiro.accelevents.com/r/events/gtm2026/session/439533?expand=","Tue Sep 22 2026 12:39:59 GMT-0400 (Eastern Daylight Time)"
"443628","2026-09-29","Tuesday","09:00","09:15","EDT (UTC-04:00); America/New_York","15","CMO Circle","Main Stage","CMO Circle: Catapult — Your CEO just asked","Regular Session","IN_PERSON","""What does marketing look like in two years, and do I still need a CMO to run it?"" Kathleen Booth delivers the prompt cold, no warmup. That question runs under the whole day. Each block fills one quadrant of the slide on your table: who stays human, where agents sit, who owns the buyer, the moat. At 4:15 you present your answer to a CEO in the room. Slide template on every table by 9:15.","","Full description published","Kathleen Booth; VP of Marketing; Sequel.io","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth","Kathleen Booth: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443628?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443605","2026-09-29","Tuesday","09:40","10:10","EDT (UTC-04:00); America/New_York","30","CRO Circle","Breakout 2","CRO Circle: Future-proof your role & team","Breakout","IN_PERSON","At your table, redesign your role, team structure, and weekly operating rhythm for a hybrid human/agent org. Name the leadership and communication habits you keep if half the routine work disappears. One page.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443605?expand=","Tue Sep 22 2026 12:40:01 GMT-0400 (Eastern Daylight Time)"
"444769","2026-09-29","Tuesday","09:50","10:20","EDT (UTC-04:00); America/New_York","30","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Quadrant build — WHAT THE AGENTS CAN BELIEVE","Breakout","IN_PERSON","","Name the three data domains an agent must NEVER be wrong about, and the rule that catches it when it is.","Short summary only","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444769?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444892","2026-09-29","Tuesday","09:50","10:45","EDT (UTC-04:00); America/New_York","55","CEO Circle","Breakout 1","CEO Circle: AI That Is Actually Working w/ CEOs Who Are Actually Using It","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444892?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443606","2026-09-29","Tuesday","10:10","10:25","EDT (UTC-04:00); America/New_York","15","CRO Circle","Breakout 2","CRO Circle: Report back: role + team redesigns","Breakout","IN_PERSON","","Tables share their redesigns. The room pressure-tests which ones survive a budget cut.","Short summary only","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443606?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444782","2026-09-29","Tuesday","10:20","10:40","EDT (UTC-04:00); America/New_York","20","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Reshare","Breakout","IN_PERSON","","Three tables share. Room debates: which rule is real, and which is a hope? Then lock your quadrant on the slide.","Short summary only","Josh Carter; Head of RevOps; 1mind","Josh Carter: https://linkedin.com/in/joshcarter1116","Josh Carter: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444782?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443607","2026-09-29","Tuesday","10:25","10:30","EDT (UTC-04:00); America/New_York","5","CRO Circle","Breakout 2","CRO Circle: Synthesize → Block 2","Regular Session","IN_PERSON","The room's redesigns get pulled into one short list of principles for how the CRO role holds. You leave with that list and a look ahead at Build vs. Buy.","","Full description published","Brian Walsh; Managing Director; Force Management","Brian Walsh: https://www.linkedin.com/in/brian-walsh-b686413/","Brian Walsh: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443607?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443635","2026-09-29","Tuesday","10:25","10:45","EDT (UTC-04:00); America/New_York","20","CMO Circle","Main Stage","CMO Circle: Reshare","Breakout","IN_PERSON","","Three tables share their org map. Room asks: what would your CEO actually accept here? Then lock your quadrant on the slide.","Short summary only","Kathleen Booth; VP of Marketing; Sequel.io","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth","Kathleen Booth: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443635?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443608","2026-09-29","Tuesday","10:30","10:45","EDT (UTC-04:00); America/New_York","15","CRO Circle","Breakout 2","CRO Circle: Morning Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443608?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444890","2026-09-29","Tuesday","10:40","10:50","EDT (UTC-04:00); America/New_York","10","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Morning Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444890?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444893","2026-09-29","Tuesday","10:45","11:00","EDT (UTC-04:00); America/New_York","15","CEO Circle","Breakout 1","CEO Circle: Morning Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444893?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443609","2026-09-29","Tuesday","10:45","11:00","EDT (UTC-04:00); America/New_York","15","CRO Circle","Breakout 2","CRO Circle: You're on Both Sides of Build vs. Buy Now","Regular Session","IN_PERSON","AI made building cheap. Now every CRO faces build vs. buy twice.

Once as a buyer: what do you build, what do you buy?

Once as a seller: your own buyers now think they can just build it themselves.

Christian and Zach break down both sides: when to build or buy a tool yourself and how to equip your sellers to handle this objection.","","Full description published","Zach Gropper; CEO & Founder; Insight Revenue","Zach Gropper: https://linkedin.com/in/zgropper","Zach Gropper: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443609?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443636","2026-09-29","Tuesday","10:45","10:55","EDT (UTC-04:00); America/New_York","10","CMO Circle","Main Stage","CMO Circle: Morning Break","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443636?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444906","2026-09-29","Tuesday","10:50","11:05","EDT (UTC-04:00); America/New_York","15","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Building your P0 Variable","Regular Session","IN_PERSON","Playbook design as the new RevOps deliverable: bounded autonomy, permissions, escalation, sandbox to production. The optimistic half of the story, made concrete. Automation goes further and faster, but the discernment — the taste — stays human.","","Full description published","Anthony GoldBloom; CEO; Sumble","Anthony GoldBloom: https://linkedin.com/in/anthonygoldbloom","Anthony GoldBloom: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444906?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443671","2026-09-29","Tuesday","10:55","11:20","EDT (UTC-04:00); America/New_York","25","CMO Circle","Main Stage","CMO Circle: Everyone Bought the Same Brain: The same tools, the same tactics, the same content. Now what?","Regular Session","IN_PERSON","We bought the same tools. We ran the same tactics. We published the same content. We got faster. Almost none of us got more distinctive, yet we called it transformation.

First findings from INFUSE's 2027 Voice of the Marketer global study of marketing leaders, on what AI changed inside marketing, what it changed inside the buying process, and why those two are not the same thing.

This session reveals what the sameness is quietly costing us, and where to look for the escape hatch.","","Full description published","Victoria Albert; CMO; INFUSE","Victoria Albert: https://linkedin.com/in/victoriaalbert","Victoria Albert: Victoria Albert serves as INFUSE’s CMO) leading global marketing and GTM initiatives with a focus on impact and growth. Her cross-functional expertise and vertical depth, paired with a pragmatic approach to marketing, have consistently delivered growth across competitive markets.","","","https://apiro.accelevents.com/r/events/gtm2026/session/443671?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444894","2026-09-29","Tuesday","11:00","11:45","EDT (UTC-04:00); America/New_York","45","CEO Circle","Breakout 1","CEO Circle: Your Revenue Target Is Not a Strategy: Why predictable pipeline is becoming a CEO operating discipline","Regular Session","IN_PERSON","At a certain stage of growth, pipeline stops being a sales problem and becomes an operating-system problem. Early-stage companies can compensate for weak systems with founder-led selling, heroic AEs, network relationships, intuition, and brute force effort. As the company scales, those things become increasingly unreliable. The CEO's job shifts from: How do we generate more pipeline? To: Can I understand, predict, and influence the mechanics that produce revenue?","","Full description published","Ken Jisser; Founder & CEO; The Pipeline Group","Ken Jisser: https://linkedin.com/in/kenjisser","Ken Jisser: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444894?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444907","2026-09-29","Tuesday","11:05","11:35","EDT (UTC-04:00); America/New_York","30","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Quadrant build — YOUR P0 VARIABLE","Breakout","IN_PERSON","","Pick one human-owned revenue workflow. Write the agent's permission boundary, the escalation rule, and the one decision that never leaves the human.","Short summary only","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444907?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443672","2026-09-29","Tuesday","11:20","11:45","EDT (UTC-04:00); America/New_York","25","CMO Circle","Main Stage","CMO Circle: Quadrant build — WHAT YOU DIDN'T DELETE","Breakout","IN_PERSON","You get hundreds of touches a week. You delete almost all of them. But something in the last twelve months got through. Write the one tactic that broke through to you this year. Not the one you admire, the one that worked on you. Then write how they knew enough about you to earn it.","","Full description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443672?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443611","2026-09-29","Tuesday","11:30","11:45","EDT (UTC-04:00); America/New_York","15","CRO Circle","Breakout 2","CRO Circle: hand-off lists + build calls","Breakout","IN_PERSON","","Tables surface their hold-back workflows and their build calls. Room debates whether each is real or just protecting headcount.","Short summary only","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443611?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444908","2026-09-29","Tuesday","11:35","12:05","EDT (UTC-04:00); America/New_York","30","RevOps Circle","5th Floor Breakout Room","RevOps Circle: ORCHESTRATION -> Reshare","Breakout","IN_PERSON","","Tables share. Room debates: where does the line drift if you take your eyes off it? Then lock your quadrant on the slide.","Short summary only","Anthony GoldBloom; CEO; Sumble","Anthony GoldBloom: https://linkedin.com/in/anthonygoldbloom","Anthony GoldBloom: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444908?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444895","2026-09-29","Tuesday","11:45","12:30","EDT (UTC-04:00); America/New_York","45","CEO Circle","Breakout 1","CEO Circle: Pricing and Packaging - SOSPR","Regular Session","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444895?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443612","2026-09-29","Tuesday","11:45","12:00","EDT (UTC-04:00); America/New_York","15","CRO Circle","Breakout 2","CRO Circle: Synthesize → Lunch","Regular Session","IN_PERSON","","Where the room landed on build vs. buy, and the workflows most tables refused to hand over. Take it into lunch.","Short summary only","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443612?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443674","2026-09-29","Tuesday","11:45","12:00","EDT (UTC-04:00); America/New_York","15","CMO Circle","Main Stage","CMO Circle: Reshare","Breakout","IN_PERSON","The story, then the why. Those are the only tactics that survived a table of people who are impossible to market to. Name the one you'd take back to your team Monday.","","Full description published","Kathleen Booth; VP of Marketing; Sequel.io
Victoria Albert; CMO; INFUSE","Kathleen Booth: https://linkedin.com/in/kathleenslatterybooth
Victoria Albert: https://linkedin.com/in/victoriaalbert","Kathleen Booth: Not published

Victoria Albert: Victoria Albert serves as INFUSE’s CMO) leading global marketing and GTM initiatives with a focus on impact and growth. Her cross-functional expertise and vertical depth, paired with a pragmatic approach to marketing, have consistently delivered growth across competitive markets.","","","https://apiro.accelevents.com/r/events/gtm2026/session/443674?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443613","2026-09-29","Tuesday","12:00","12:45","EDT (UTC-04:00); America/New_York","45","CRO Circle","Breakout 2","CRO Circle: Lunch","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443613?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"443695","2026-09-29","Tuesday","12:00","12:45","EDT (UTC-04:00); America/New_York","45","CMO Circle","Main Stage","CMO Circle: Lunch","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/443695?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444909","2026-09-29","Tuesday","12:05","12:50","EDT (UTC-04:00); America/New_York","45","RevOps Circle","5th Floor Breakout Room","RevOps Circle: Lunch","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444909?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
"444896","2026-09-29","Tuesday","12:30","13:15","EDT (UTC-04:00); America/New_York","45","CEO Circle","Breakout 1","CEO Circle: Lunch","Break","IN_PERSON","","","No description published","","","","","","https://apiro.accelevents.com/r/events/gtm2026/session/444896?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"443614","2026-09-29","Tuesday","12:45","13:05","EDT (UTC-04:00); America/New_York","20","CRO Circle","Breakout 2","CRO Circle: What the CRO owns and why it matters","Regular Session","IN_PERSON","","Data-driven insights that prove CROs who own revenue systems and outcomes rather than people and teams are winning more.","Short summary only","Guy Rubin; Revenue Intelligence Managing Director; Fullcast","Guy Rubin: https://linkedin.com/in/rubinguy","Guy Rubin: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/443614?expand=","Tue Sep 22 2026 12:40:02 GMT-0400 (Eastern Daylight Time)"
"444468","2026-09-29","Tuesday","12:45","13:15","EDT (UTC-04:00); America/New_York","30","CMO Circle","Main Stage","CMO Circle: The Buyer Doesn't Want a Demo. Now What?","Regular Session","IN_PERSON","The way buyers buy software has fundamentally changed. AI, self-serve options, economic buyers operating differently - the entire buying motion has shifted. But our GTM systems haven't evolved to match. We're still optimized for a buyer that doesn't exist anymore or dying. We analyzed buyer behavior and found some surprising things. Only 0.2% of buyers are actually asking to talk to sales. The economic buyer is deciding off-call. Buyers are more candid with AI agents than your reps. These are all signals of a new buyer in an AI world.

We’ll explore how marketing, sales, self-serve content, and AI agents can work together to meet buyers where they are - without forcing a premature handoff to sales. The goal isn’t to choose humans or agents. It’s to design a buyer journey where each is useful at the right moment.","","Full description published","Madhav Bhandari; CMO; Storylane","Madhav Bhandari: https://linkedin.com/in/madhavbhandari","Madhav Bhandari: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444468?expand=","Tue Sep 22 2026 12:40:03 GMT-0400 (Eastern Daylight Time)"
"444911","2026-09-29","Tuesday","12:50","13:20","EDT (UTC-04:00); America/New_York","30","RevOps Circle","5th Floor Breakout Room","RevOps Circle: How to fix your SMB outbound program","Regular Session","IN_PERSON","90% of SMB outbound programs have a negative LTV:CAC with BDR teams bringing in less revenue than they cost. To understand what was breaking, we built an in-house outbound team and iterated until we were booking 40+ demos per BDR per month for our customers selling to restaurants, dental clinics, and HVAC shops.

This is no longer optional as every market is facing an influx of competitors. Effective outbound is the difference between winning or losing a market.

We'll cover the exact framework we use to diagnose what's broken, the key changes that make the biggest impact, and the benchmarks you need to hit to succeed.","","Full description published","David Patterson-Cole; Co-Founder; Datalane","David Patterson-Cole: https://linkedin.com/in/davidpattersoncole","David Patterson-Cole: Not published","","","https://apiro.accelevents.com/r/events/gtm2026/session/444911?expand=","Tue Sep 22 2026 12:40:04 GMT-0400 (Eastern Daylight Time)"
